L,a,b
0.554900,0.054753,0.095699
0.575154,-0.047026,0.113226
0.710418,-0.080283,-0.111278
0.447860,-0.043581,0.059705
0.828402,-0.189074,0.168566
0.435460,-0.019970,-0.215154
0.570715,0.026405,0.095753
0.553163,-0.019990,0.109825
0.752786,-0.107189,-0.065699
0.470289,-0.058705,0.071206
0.822380,-0.192665,0.168250
0.458224,-0.014507,-0.192980
0.591036,0.045322,0.108199
0.608541,-0.041747,0.114416
0.746862,-0.103741,-0.071069
0.461881,-0.039017,0.064346
0.800308,-0.182283,0.160781
0.471580,-0.017139,-0.213350
0.552688,0.041090,0.095645
0.581699,-0.050516,0.117047
0.754275,-0.106629,-0.055074
0.420796,-0.028324,0.032873
0.837236,-0.199227,0.172556
0.445795,-0.019964,-0.173206
0.531068,0.054473,0.084474
0.583223,-0.011055,0.113186
0.730510,-0.106075,-0.056916
0.453692,-0.047326,0.056366
0.816964,-0.191420,0.163824
0.444346,-0.016710,-0.212818
0.541084,0.023256,0.095332
0.576553,-0.053766,0.112951
0.745536,-0.095012,-0.079548
0.432911,-0.015709,0.049279
0.804969,-0.191930,0.165301
0.452679,-0.015885,-0.188507
0.539872,0.075664,0.090150
0.573831,-0.024088,0.111640
0.705673,-0.087112,-0.090206
0.417021,-0.041665,0.030089
0.797573,-0.189125,0.162077
0.445011,-0.018407,-0.202920
0.545702,0.056373,0.092872
0.575786,-0.017039,0.112337
0.723336,-0.086063,-0.109803
0.442052,-0.042284,0.055944
0.803277,-0.179972,0.166036
0.432745,-0.020059,-0.218647
0.554090,0.044423,0.099523
0.581345,-0.047143,0.113650
0.727183,-0.089737,-0.086299
0.480559,-0.059937,0.074273
0.848516,-0.201961,0.172607
0.442787,-0.008383,-0.207462
0.536451,0.052014,0.095570
0.607817,-0.058161,0.121539
0.726057,-0.096998,-0.077742
0.455694,-0.045244,0.064863
0.805251,-0.179867,0.162969
0.449057,-0.009597,-0.208065
0.586343,0.033008,0.111014
0.554606,-0.022779,0.107080
0.712769,-0.096395,-0.073020
0.444617,-0.032066,0.060698
0.804154,-0.187536,0.161889
0.459651,-0.020760,-0.197826
0.571340,0.041473,0.096938
0.567153,-0.051790,0.110129
0.711497,-0.086902,-0.090216
0.412425,-0.026746,0.027363
0.808210,-0.197425,0.163603
0.444906,-0.020164,-0.175719
0.577084,0.044046,0.095065
0.575149,-0.033419,0.110816
0.721101,-0.089693,-0.087074
0.419587,-0.023513,0.046509
0.846963,-0.196723,0.171906
0.449163,-0.023247,-0.202804
0.556453,0.053470,0.074616
0.559901,-0.032112,0.107485
0.716222,-0.091921,-0.082188
0.427287,-0.042608,0.066169
0.806028,-0.186687,0.166668
0.470096,-0.013524,-0.182059
0.581546,0.027546,0.097964
0.562116,-0.051448,0.100909
0.692940,-0.085085,-0.077475
0.461823,-0.067174,0.066681
0.812777,-0.183859,0.165776
0.445605,-0.001899,-0.201733
0.579321,0.029657,0.110660
0.564132,-0.036348,0.112162
0.709993,-0.090405,-0.082122
0.458101,-0.048447,0.069224
0.838789,-0.195702,0.172335
0.421825,-0.018739,-0.208466
0.561170,0.058939,0.100153
0.578127,-0.022570,0.115473
0.725368,-0.099803,-0.067202
0.458212,-0.039599,0.053252
0.863784,-0.203147,0.176280
0.465718,-0.022113,-0.179161
0.566902,0.037231,0.086875
0.587097,-0.034894,0.111177
0.721179,-0.086973,-0.095605
0.419633,-0.037723,0.038833
0.823675,-0.196240,0.168691
0.474874,-0.010492,-0.205967
0.583104,0.047413,0.100190
0.585756,-0.024695,0.115973
0.715923,-0.087599,-0.074564
0.433535,-0.021544,0.051621
0.855053,-0.197960,0.174439
0.461461,-0.013966,-0.195612
0.546126,0.044490,0.095134
0.554281,-0.021411,0.101521
0.705285,-0.075824,-0.118332
0.440598,-0.014456,0.044002
0.794995,-0.186465,0.159718
0.437185,-0.020365,-0.206946
0.579448,0.022529,0.099713
0.609303,-0.054679,0.121656
0.752157,-0.104186,-0.053991
0.455501,-0.054894,0.069263
0.816031,-0.181912,0.166987
0.487037,-0.024097,-0.189678
0.552647,0.046269,0.089483
0.562848,-0.012039,0.111359
0.745787,-0.103339,-0.070926
0.402911,-0.031603,0.049056
0.830969,-0.202953,0.169387
0.467577,-0.023902,-0.177127
0.544922,0.044097,0.090712
0.591320,-0.028272,0.119689
0.723980,-0.091431,-0.088408
0.469485,-0.040759,0.076186
0.824219,-0.192674,0.169528
0.469422,-0.025616,-0.189456
0.541349,0.034106,0.092022
0.597983,-0.055674,0.118023
0.723207,-0.087519,-0.080751
0.447510,-0.032281,0.062067
0.802713,-0.187101,0.165994
0.462277,-0.018860,-0.191614
0.592701,0.050063,0.093417
0.553336,0.003137,0.112414
0.726041,-0.094047,-0.080329
0.412745,-0.017721,0.024557
0.822927,-0.190751,0.169505
0.452667,-0.019184,-0.194323
0.550648,0.062919,0.094283
0.587544,-0.029942,0.112744
0.709251,-0.085845,-0.082770
0.437184,-0.041326,0.053613
0.781669,-0.181255,0.159326
0.466066,-0.025832,-0.185135
0.566188,0.037131,0.089242
0.598441,-0.023074,0.119243
0.767734,-0.102455,-0.075782
0.467974,-0.040347,0.057732
0.832975,-0.194466,0.171594
0.450229,-0.004086,-0.186835
0.560232,0.065263,0.082338
0.553191,-0.025746,0.112784
0.729265,-0.085407,-0.106589
0.426557,-0.033290,0.037404
0.840362,-0.189561,0.171733
0.444024,-0.012581,-0.186208
0.536821,0.038759,0.080857
0.566245,-0.025527,0.110144
0.731475,-0.102556,-0.063758
0.443347,-0.035225,0.059034
0.825706,-0.196469,0.170464
0.466522,-0.019036,-0.197131
0.508210,0.053066,0.080096
0.561023,-0.025452,0.106368
0.756806,-0.101043,-0.075204
0.432055,-0.049204,0.049025
0.787950,-0.178804,0.159132
0.470519,-0.022728,-0.185133
0.540926,0.051500,0.093667
0.582697,-0.039080,0.113100
0.695944,-0.085315,-0.099824
0.430808,-0.044722,0.065024
0.809899,-0.191833,0.165494
0.469285,-0.020976,-0.157174
0.576481,0.054752,0.101090
0.569879,-0.010681,0.107499
0.693105,-0.079949,-0.097809
0.439808,-0.027250,0.036422
0.824986,-0.199005,0.167399
0.479074,-0.026662,-0.178361
0.589422,0.033467,0.095385
0.569166,-0.033827,0.109693
0.709311,-0.083129,-0.102372
0.442569,-0.060580,0.061164
0.822113,-0.195770,0.169772
0.490189,-0.030299,-0.179364
0.521120,0.055458,0.077213
0.565857,-0.035999,0.111647
0.841286,-0.199460,0.170905
0.473347,-0.021870,-0.210182
0.550233,0.018388,0.076276
0.591137,-0.062372,0.118433
0.717349,-0.078565,-0.104794
0.432428,-0.033760,0.042904
0.808829,-0.187341,0.162083
0.462714,-0.015976,-0.230138
0.563554,0.066806,0.073689
0.594098,-0.052747,0.118428
0.705810,-0.088312,-0.096354
0.416211,-0.008701,0.038079
0.816737,-0.189744,0.167877
0.454780,-0.021116,-0.190156
0.581039,0.042084,0.105792
0.586514,-0.017669,0.111176
0.708212,-0.083214,-0.092904
0.455265,-0.064824,0.064819
0.810957,-0.192702,0.166526
0.457385,-0.011420,-0.213205
0.582841,0.049786,0.103036
0.586281,-0.017425,0.115087
0.712333,-0.081930,-0.115363
0.446265,-0.030703,0.051623
0.802690,-0.197184,0.165036
0.453582,-0.026529,-0.209084
0.547272,0.031336,0.073174
0.555683,-0.003193,0.106721
0.713387,-0.085817,-0.111774
0.467205,-0.057635,0.053454
0.825428,-0.193122,0.169228
0.449670,-0.025764,-0.194499
0.568669,0.021499,0.095665
0.567049,-0.043780,0.113833
0.719981,-0.088058,-0.101190
0.461963,-0.045757,0.043975
0.804072,-0.188262,0.164297
0.466722,-0.019890,-0.211875
0.565299,0.035105,0.097705
0.584738,-0.025279,0.118509
0.703761,-0.088836,-0.103602
0.470365,-0.041262,0.064636
0.837487,-0.192472,0.172022
0.445218,-0.011537,-0.190348
0.531783,0.056429,0.079647
0.621737,-0.052357,0.115471
0.736259,-0.089963,-0.097436
0.409984,-0.020391,0.039261
0.820732,-0.185993,0.163280
0.456415,-0.018733,-0.200653
0.532310,0.059203,0.078353
0.585857,-0.043994,0.116418
0.676327,-0.067205,-0.132636
0.468272,-0.038653,0.048062
0.823905,-0.196519,0.166716
0.434208,-0.020783,-0.192911
0.559455,0.044943,0.095988
0.587673,-0.047264,0.116209
0.702872,-0.076748,-0.122963
0.463277,-0.043273,0.059443
0.835749,-0.192505,0.170501
0.437688,-0.021678,-0.220613
0.576331,0.016617,0.096303
0.565876,-0.020306,0.112768
0.744761,-0.102764,-0.077104
0.485411,-0.058425,0.071128
0.829813,-0.195951,0.170114
0.459393,-0.016804,-0.199057
0.595858,0.035571,0.108669
0.620871,-0.042121,0.117662
0.738880,-0.099413,-0.082527
0.477192,-0.038763,0.064149
0.807707,-0.185806,0.162912
0.473133,-0.019275,-0.219119
0.557746,0.031204,0.096070
0.594193,-0.050680,0.119856
0.745955,-0.102394,-0.066500
0.436585,-0.028036,0.032435
0.844679,-0.202405,0.174347
0.446910,-0.021656,-0.179413
0.535720,0.044586,0.084695
0.595759,-0.011479,0.116258
0.722319,-0.101574,-0.068388
0.469059,-0.046988,0.056033
0.824398,-0.194799,0.165987
0.446214,-0.018867,-0.218464
0.546779,0.013317,0.095938
0.589031,-0.054003,0.115966
0.737492,-0.091117,-0.091113
0.448558,-0.015557,0.048912
0.812492,-0.195133,0.167137
0.453873,-0.018032,-0.194600
0.543612,0.066050,0.090168
0.586407,-0.024444,0.114710
0.697819,-0.083232,-0.101918
0.432759,-0.041331,0.029618
0.805092,-0.192411,0.164077
0.446739,-0.020315,-0.208686
0.550202,0.046544,0.093125
0.588362,-0.017421,0.115383
0.715871,-0.082285,-0.121392
0.457534,-0.041963,0.055630
0.810661,-0.183369,0.167581
0.435098,-0.021760,-0.224026
0.558966,0.034533,0.099957
0.593825,-0.047402,0.116676
0.719220,-0.085926,-0.097950
0.495594,-0.059674,0.074243
0.855930,-0.205175,0.174564
0.444199,-0.011360,-0.213375
0.541035,0.042100,0.095910
0.620148,-0.058330,0.124361
0.718112,-0.092805,-0.089318
0.471023,-0.044962,0.064688
0.812593,-0.183442,0.164985
0.450455,-0.012449,-0.213974
0.591526,0.023186,0.111647
0.567282,-0.023160,0.110228
0.704743,-0.092140,-0.084642
0.460093,-0.031838,0.060476
0.811607,-0.190936,0.164007
0.461193,-0.022428,-0.203686
0.576415,0.031674,0.097352
0.579678,-0.052055,0.113217
0.703610,-0.083090,-0.101920
0.428306,-0.026467,0.026929
0.815788,-0.200559,0.165675
0.446100,-0.021830,-0.181878
0.582110,0.034287,0.095442
0.587690,-0.033760,0.113952
0.713178,-0.085827,-0.098734
0.435356,-0.023277,0.046127
0.854313,-0.200068,0.173881
0.451107,-0.024517,-0.208452
0.561377,0.043689,0.074865
0.572524,-0.032467,0.110665
0.708266,-0.087910,-0.093843
0.442826,-0.042380,0.066158
0.813491,-0.189931,0.168226
0.470871,-0.015856,-0.188356
0.587105,0.017800,0.098506
0.574597,-0.051894,0.104467
0.684756,-0.081274,-0.089288
0.476941,-0.066877,0.066485
0.820138,-0.187334,0.167675
0.446633,-0.005333,-0.207872
0.584608,0.019797,0.111342
0.576753,-0.036590,0.115084
0.702014,-0.086425,-0.093812
0.473374,-0.048190,0.069156
0.846177,-0.198973,0.174123
0.424038,-0.020550,-0.213985
0.565519,0.049172,0.100446
0.590705,-0.022857,0.118336
0.717245,-0.095537,-0.078766
0.473595,-0.039285,0.052890
0.871134,-0.206391,0.178169
0.466832,-0.023664,-0.185301
0.572264,0.027441,0.087301
0.599558,-0.035273,0.114409
0.713388,-0.083214,-0.107266
0.435371,-0.037382,0.038387
0.831152,-0.199436,0.170547
0.475980,-0.013184,-0.211996
0.587953,0.037673,0.100564
0.598283,-0.025000,0.118899
0.707667,-0.083847,-0.086296
0.449164,-0.021348,0.051279
0.862381,-0.201288,0.176328
0.462629,-0.016324,-0.201674
0.551045,0.034584,0.095529
0.566920,-0.021916,0.104996
0.697814,-0.072485,-0.130040
0.456207,-0.014300,0.043596
0.802484,-0.189854,0.161871
0.439225,-0.021993,-0.212543
0.585147,0.012779,0.100310
0.621640,-0.054860,0.124489
0.743751,-0.100065,-0.065452
0.470754,-0.054618,0.069196
0.823352,-0.185427,0.168817
0.488227,-0.025535,-0.195697
0.557610,0.036422,0.089817
0.575509,-0.012406,0.114314
0.737791,-0.099027,-0.082392
0.418791,-0.031310,0.048713
0.838497,-0.206036,0.171340
0.468710,-0.025277,-0.183260
0.549924,0.034202,0.091077
0.603830,-0.028506,0.122462
0.716133,-0.087479,-0.100032
0.484663,-0.040624,0.076316
0.831643,-0.195954,0.171329
0.470907,-0.026760,-0.195360
0.546696,0.024169,0.092499
0.610357,-0.055888,0.120957
0.715071,-0.083805,-0.092453
0.462957,-0.032061,0.061865
0.810200,-0.190319,0.167558
0.463558,-0.020738,-0.197630
0.597583,0.040394,0.093729
0.566059,0.002738,0.115224
0.718062,-0.090022,-0.091943
0.428659,-0.017511,0.024143
0.830330,-0.194074,0.171298
0.454142,-0.021003,-0.200245
0.554893,0.053167,0.094477
0.600025,-0.030308,0.115891
0.701162,-0.082103,-0.094520
0.452718,-0.041000,0.053275
0.789167,-0.184652,0.161271
0.467507,-0.026939,-0.191085
0.571518,0.027331,0.089670
0.610910,-0.023368,0.122102
0.759732,-0.098389,-0.087216
0.483266,-0.040046,0.057410
0.840376,-0.197743,0.173381
0.450969,-0.007195,-0.193179
0.564617,0.055577,0.082446
0.565911,-0.025983,0.115587
0.721664,-0.081752,-0.118202
0.442265,-0.032974,0.036963
0.847656,-0.193009,0.173582
0.445128,-0.015025,-0.192375
0.542158,0.028842,0.081253
0.578859,-0.025876,0.113225
0.723330,-0.098220,-0.075276
0.458835,-0.034963,0.058780
0.833172,-0.199662,0.172261
0.467880,-0.020916,-0.203077
0.512898,0.043077,0.080308
0.573645,-0.025864,0.109627
0.748790,-0.096956,-0.086678
0.447589,-0.048842,0.048620
0.795370,-0.182337,0.161199
0.471740,-0.024231,-0.191187
0.545582,0.041611,0.093982
0.595190,-0.039382,0.116176
0.688344,-0.081366,-0.111521
0.446318,-0.044464,0.064951
0.817390,-0.195085,0.167395
0.469819,-0.022662,-0.163672
0.581033,0.045015,0.101411
0.582464,-0.011175,0.110775
0.685286,-0.076338,-0.109608
0.455432,-0.026979,0.035992
0.832489,-0.202183,0.169417
0.480234,-0.027806,-0.184450
0.594829,0.023759,0.095861
0.581738,-0.034166,0.112835
0.701629,-0.079455,-0.114073
0.457894,-0.060253,0.060908
0.829589,-0.198963,0.171572
0.491429,-0.031104,-0.185384
0.525809,0.045545,0.077396
0.578462,-0.036265,0.114626
0.847741,-0.202602,0.172603
0.475629,-0.023518,-0.215008
0.555655,0.008676,0.076236
0.603997,-0.062988,0.121249
0.710117,-0.075332,-0.116046
0.448443,-0.033463,0.042569
0.815276,-0.190675,0.163932
0.465146,-0.018275,-0.234823
0.567275,0.057212,0.073071
0.606965,-0.053405,0.121271
0.698702,-0.084476,-0.107537
0.432431,-0.008605,0.037743
0.823179,-0.192983,0.169431
0.456881,-0.022788,-0.195179
0.585204,0.032274,0.105824
0.599416,-0.018592,0.114291
0.700851,-0.079726,-0.104175
0.470819,-0.064529,0.064677
0.817481,-0.195823,0.168100
0.459420,-0.014086,-0.218174
0.586790,0.040044,0.102925
0.599202,-0.018285,0.118017
0.705461,-0.078452,-0.126518
0.462148,-0.030450,0.051346
0.809339,-0.200115,0.166636
0.456305,-0.027520,-0.213714
0.552269,0.021558,0.072978
0.568743,-0.004186,0.109798
0.706557,-0.082093,-0.122887
0.482769,-0.057296,0.053130
0.831876,-0.196316,0.170797
0.452195,-0.026750,-0.199296
0.573694,0.011732,0.095718
0.580083,-0.044457,0.116668
0.712909,-0.084355,-0.112333
0.477671,-0.045427,0.043621
0.810564,-0.191487,0.165928
0.469008,-0.021729,-0.216703
0.569802,0.025272,0.097672
0.597689,-0.026034,0.121269
0.696912,-0.084802,-0.114714
0.485974,-0.041007,0.064496
0.843859,-0.195742,0.173554
0.446997,-0.014114,-0.195558
0.535668,0.046617,0.079183
0.634420,-0.053152,0.118644
0.729074,-0.086328,-0.108550
0.426253,-0.020179,0.038928
0.827092,-0.189441,0.165179
0.458568,-0.020660,-0.205608
0.536109,0.049420,0.077842
0.598782,-0.044694,0.119289
0.669651,-0.064282,-0.143906
0.483965,-0.038353,0.047739
0.830413,-0.199654,0.168474
0.436592,-0.022360,-0.197813
0.563611,0.035112,0.095843
0.600579,-0.047960,0.119105
0.696082,-0.073477,-0.134151
0.478952,-0.042978,0.059226
0.842129,-0.195791,0.172127
0.440575,-0.023128,-0.225130
0.581523,0.006915,0.096393
0.578922,-0.021122,0.115637
0.737462,-0.098586,-0.088094
0.500803,-0.058143,0.071063
0.836280,-0.199092,0.171689
0.461400,-0.018934,-0.204090
0.600245,0.025809,0.108765
0.633588,-0.042921,0.120741
0.731628,-0.095333,-0.093558
0.492763,-0.038517,0.063987
0.814136,-0.189161,0.164689
0.475437,-0.021209,-0.223901
0.562399,0.021342,0.096063
0.607073,-0.051320,0.122631
0.738368,-0.098391,-0.077526
0.452613,-0.027776,0.032094
0.851159,-0.205448,0.175884
0.448926,-0.023255,-0.184533
0.540002,0.034702,0.084422
0.608618,-0.012382,0.119204
0.714866,-0.097319,-0.079453
0.484683,-0.046667,0.055759
0.830875,-0.197999,0.167793
0.448790,-0.020758,-0.223142
0.552061,0.003455,0.096128
0.601913,-0.054683,0.118885
0.730188,-0.087466,-0.102237
0.464453,-0.015423,0.048616
0.819046,-0.198193,0.168712
0.455916,-0.020024,-0.199639
0.546985,0.056346,0.089727
0.599330,-0.025272,0.117662
0.690724,-0.079614,-0.113159
0.448739,-0.041023,0.029251
0.811644,-0.195530,0.165758
0.449225,-0.022011,-0.213451
0.554314,0.036692,0.092933
0.601271,-0.018282,0.118315
0.709149,-0.078772,-0.132492
0.473272,-0.041659,0.055372
0.817054,-0.186672,0.168921
0.438082,-0.023186,-0.228480
0.563432,0.024639,0.099997
0.606695,-0.048111,0.119601
0.712006,-0.082366,-0.109143
0.510900,-0.059407,0.074222
0.862392,-0.208230,0.176213
0.446365,-0.014048,-0.218293
0.545230,0.032153,0.095848
0.632877,-0.058957,0.127139
0.710910,-0.088867,-0.100451
0.486612,-0.044686,0.064543
0.818959,-0.186866,0.166669
0.452612,-0.015030,-0.218885
0.596265,0.013368,0.111950
0.580308,-0.024011,0.113241
0.697467,-0.088142,-0.095824
0.475826,-0.031620,0.060292
0.818096,-0.194163,0.165776
0.463533,-0.023949,-0.208524
0.581073,0.021910,0.097319
0.592608,-0.052758,0.116192
0.696481,-0.079536,-0.113156
0.444420,-0.026218,0.026600
0.822414,-0.203506,0.167418
0.448183,-0.023394,-0.186956
0.586723,0.024565,0.095348
0.600600,-0.034558,0.116954
0.706007,-0.082215,-0.109934
0.451368,-0.023064,0.045819
0.860705,-0.203260,0.175541
0.453794,-0.025635,-0.213107
0.565925,0.033965,0.074532
0.585516,-0.033277,0.113703
0.701062,-0.084156,-0.105045
0.458625,-0.042148,0.066144
0.819970,-0.193072,0.169583
0.472545,-0.018087,-0.193579
0.592234,0.008133,0.098593
0.587505,-0.052727,0.107797
0.677346,-0.077719,-0.100646
0.492330,-0.066577,0.066317
0.826525,-0.190668,0.169272
0.448454,-0.008499,-0.212991
0.589449,0.009943,0.111705
0.589738,-0.037315,0.117939
0.694793,-0.082702,-0.105045
0.488912,-0.047933,0.069100
0.852599,-0.202117,0.175656
0.426924,-0.022083,-0.218549
0.569465,0.039355,0.100339
0.603618,-0.023644,0.121144
0.709868,-0.091520,-0.089903
0.489233,-0.038990,0.052594
0.877532,-0.209488,0.179763
0.468835,-0.025146,-0.190369
0.577220,0.017734,0.087207
0.612394,-0.036092,0.117479
0.706347,-0.079712,-0.118455
0.451353,-0.037069,0.038032
0.837668,-0.202482,0.172119
0.477889,-0.015683,-0.217007
0.592382,0.027945,0.100500
0.611152,-0.025792,0.121748
0.700173,-0.080342,-0.097583
0.465041,-0.021170,0.051001
0.868750,-0.204473,0.177919
0.464626,-0.018509,-0.206696
0.555565,0.024686,0.095498
0.579920,-0.022858,0.108251
0.691103,-0.069411,-0.141237
0.472063,-0.014164,0.043273
0.809009,-0.193063,0.163670
0.441976,-0.023399,-0.217164
0.590413,0.003114,0.100469
0.634368,-0.055502,0.127274
0.736083,-0.096172,-0.076513
0.486275,-0.054340,0.069140
0.829694,-0.188813,0.170358
0.490276,-0.026913,-0.200668
0.562179,0.026607,0.089668
0.588490,-0.013273,0.117185
0.730527,-0.094965,-0.093432
0.434914,-0.031035,0.048431
0.845077,-0.208949,0.172991
0.470735,-0.026603,-0.188319
0.554533,0.024335,0.090979
0.616681,-0.029240,0.125195
0.709032,-0.083783,-0.111196
0.500109,-0.040477,0.076431
0.838098,-0.199103,0.172872
0.473223,-0.027838,-0.200224
0.551643,0.014288,0.092528
0.623131,-0.056549,0.123815
0.707691,-0.080339,-0.103704
0.478660,-0.031850,0.061699
0.816704,-0.193430,0.168919
0.465677,-0.022482,-0.202602
0.602050,0.030761,0.093541
0.579068,0.001822,0.117967
0.710829,-0.086248,-0.103108
0.444803,-0.017330,0.023835
0.836761,-0.197269,0.172834
0.456427,-0.022662,-0.205136
0.558749,0.043367,0.094233
0.612868,-0.031129,0.118898
0.693836,-0.078614,-0.105811
0.468505,-0.040691,0.052996
0.795687,-0.187894,0.162906
0.469794,-0.027988,-0.195984
0.576441,0.017605,0.089597
0.623715,-0.024155,0.124902
0.752454,-0.094564,-0.098222
0.498816,-0.039762,0.057147
0.846808,-0.200892,0.174912
0.452579,-0.010123,-0.198457
0.568625,0.045889,0.082016
0.578972,-0.026722,0.118334
0.714806,-0.078356,-0.129331
0.458215,-0.032687,0.036616
0.853982,-0.196325,0.175140
0.447090,-0.017291,-0.197481
0.547112,0.019004,0.081120
0.591824,-0.026698,0.116188
0.715927,-0.094131,-0.086375
0.474577,-0.034713,0.058570
0.839684,-0.202678,0.173711
0.470054,-0.022653,-0.207993
0.517236,0.033091,0.080021
0.586625,-0.026730,0.112721
0.741504,-0.093112,-0.097721
0.463377,-0.048500,0.048286
0.801815,-0.185708,0.162924
0.473825,-0.025657,-0.196183
0.549848,0.031708,0.093868
0.608060,-0.040140,0.119134
0.681503,-0.077689,-0.122730
0.462088,-0.044205,0.064886
0.823915,-0.198182,0.169000
0.471337,-0.024352,-0.169048
0.585172,0.035258,0.101314
0.595382,-0.012130,0.113874
0.678239,-0.072992,-0.120919
0.471298,-0.026736,0.035656
0.839039,-0.205186,0.171116
0.482283,-0.028928,-0.189470
0.599811,0.014127,0.095852
0.594681,-0.034961,0.115843
0.694704,-0.076042,-0.125287
0.473484,-0.059931,0.060689
0.836115,-0.201957,0.172974
0.493549,-0.031923,-0.190342
0.530145,0.035648,0.077045
0.591434,-0.037007,0.117520
0.853188,-0.205550,0.173985
0.478607,-0.025001,-0.218819
0.560637,-0.000772,0.075617
0.617135,-0.064051,0.124005
0.703692,-0.072377,-0.126702
0.464545,-0.033196,0.042323
0.820706,-0.193798,0.165421
0.468169,-0.020273,-0.238561
0.570597,0.047727,0.071857
0.620094,-0.054518,0.124040
0.692393,-0.080940,-0.118134
0.448727,-0.008531,0.037502
0.828595,-0.196054,0.170714
0.459751,-0.024321,-0.199137
0.588907,0.022561,0.105455
0.612533,-0.019962,0.117225
0.694303,-0.076523,-0.114861
0.486488,-0.064237,0.064568
0.822982,-0.198768,0.169404
0.462139,-0.016469,-0.222134
0.590285,0.030389,0.102385
